,id_str,text,lang,created_at,in_reply_to_status_id_str,in_reply_to_user_id_str,in_reply_to_screen_name,"('user', 'id_str')"
1194,737263996508745729,Venezuela le debe a Lufthansa más de 100 mdd https://t.co/DBgXFQHCUO,es,Mon May 30 12:46:49 +0000 2016,,,,2363805265
1195,737263997829910528,@VirginAtlantic About 17 days till my flight to London! So excited🇬🇧🇬🇧 1st plane ride in 7 years😁🛫✈️!,en,Mon May 30 12:46:49 +0000 2016,,20626359,VirginAtlantic,2910384989
1196,737263998404546560,Venezuela le debe a Lufthansa más de 100 mdd https://t.co/WhONJxNQnS,es,Mon May 30 12:46:49 +0000 2016,,,,2366270642
1197,737264001692762112,RT @InformadorVeraz: EL LEGADO. LA PATRIA: Lufthansa suspende sus vuelos a Venezuela por controles al dólar https://t.co/RNIbaEN47f https:/…,es,Mon May 30 12:46:50 +0000 2016,,,,822488592
1198,737264003513241600,@easyJet We have been stuck on Crete without luggage since Saturday :( broken promises to have it yesterday and nothing today 😥😥😬😬,en,Mon May 30 12:46:50 +0000 2016,,38676903,easyJet,1258012621
1199,737264016242806786,"@Komboa @AmericanAir is un-American. Again, #BOYCOTTAMERICANAIRLINES",en,Mon May 30 12:46:53 +0000 2016,735459839376134144,190723229,Komboa,370386372
1200,737264022576320513,@easyJet . That's now a tweet and a direct message and still no response ?,en,Mon May 30 12:46:55 +0000 2016,,38676903,easyJet,392107831
1201,737264024291663872,RT @Qantas: Congratulations to our Women's @Aussie7s who took the World Series title overnight and made history for Australia. https://t.co…,en,Mon May 30 12:46:55 +0000 2016,,,,24642583
1202,737264044143443969,RT @Informe21: Venezuela debe a Lufthansa más de 100 mln dlrs https://t.co/miGiw16B1m,es,Mon May 30 12:47:00 +0000 2016,,,,103086331
1203,737264055115714560,Venezuela le debe a Lufthansa más de 100 mdd - El gobierno de Venezuela le debe a Lufthansa más de 100 millones... https://t.co/PtzokGHIRc,es,Mon May 30 12:47:03 +0000 2016,,,,3799289538
1204,737264066163552257,@Ryanair what documents do I require to prove that an immediate family member is deceased? I am seeking a refund of an upcoming flight,en,Mon May 30 12:47:05 +0000 2016,,1542862735,Ryanair,2442048867
1205,737264066750734336,#AirFrance エールフランスパイロット、長期ストを計画。 https://t.co/nxudK14FDB,ja,Mon May 30 12:47:05 +0000 2016,,,,3046440436
1206,737264123654885376,RT @SuNoticiero: Aerolínea Lufthansa dejará de prestar servicios en Venezuela por la crisis https://t.co/ZSSF86nzc7 https://t.co/0T4yFrkUmt,es,Mon May 30 12:47:19 +0000 2016,,,,2349061490
1207,737264149084942336,"RT @KLM: KLM will be saying goodbye to the “Grand Old Lady” of the fleet, the Boeing 747. #KLMblog https://t.co/0h9Zo4iRCT https://t.co/gaw…",en,Mon May 30 12:47:25 +0000 2016,,,,2410816018
1208,737264149504380928,I earn @AmericanAir #AAdvantage miles to celebrate milestones like retirement. #MilesForMilestones #Promotion https://t.co/fkgmnBewXP,en,Mon May 30 12:47:25 +0000 2016,,,,25488527
1209,737264167049134080,Venezuela le debe a Lufthansa más de 100 mdd https://t.co/w3qTEsVD50,es,Mon May 30 12:47:29 +0000 2016,,,,2359652544
1210,737264174972186624,RT @elmundomovil: Lufthansa confirma que dejará de volar a Caracas temporalmente https://t.co/4xHZt7zjMb,pt,Mon May 30 12:47:31 +0000 2016,,,,2800509971
1211,737264180475092993,"RT @adamjohnsonNYC: CNBC's @KatyBarnato says a coup ""is viewed as increasingly likely""; doesn't say by whom. https://t.co/CMbE5du6eS https:…",en,Mon May 30 12:47:32 +0000 2016,,,,28880784
1212,737264209931698176,Just when you think American Airlines @AmericanAir cannot screw up baggage any worst... They totally do. Worst air experience ever.,en,Mon May 30 12:47:40 +0000 2016,,,,713436702
1213,737264228562796544,RT @MadGawrych: Possibly 2 hours delay and still no info what's going on with the flight Poznan to London.  #Ryanair . Not very impressed!,en,Mon May 30 12:47:44 +0000 2016,,,,3172991259
1214,737264258577227776,RT @SuNoticiero: Aerolínea Lufthansa dejará de prestar servicios en Venezuela por la crisis https://t.co/ZSSF86nzc7 https://t.co/0T4yFrkUmt,es,Mon May 30 12:47:51 +0000 2016,,,,191079841
1215,737264297508802560,@easyJet check in online and have to wait 2 hours for fucking boarding pass! Better pay 200€ more than do it again...,en,Mon May 30 12:48:00 +0000 2016,,38676903,easyJet,391687588
1216,737264299517849600,@Ryanair hello! Can I take a child carrier as one of my free baby items? Thank you!,en,Mon May 30 12:48:01 +0000 2016,,1542862735,Ryanair,18725697
1217,737264319415607296,How did @British_Airways allow the wrong passenger on our flight #45minutesdelayed,en,Mon May 30 12:48:06 +0000 2016,,,,1723150202
1218,737264321663762432,RT @El_Universal_Mx: #Mundo Suspende @lufthansa vuelos a #Caracas por crisis. La decisión entrará en vigor el 17 de junio #Entérate https:/…,es,Mon May 30 12:48:06 +0000 2016,,,,899836698
1219,737264344531120128,RT @gannemans: Totaal ongeloofwaardige ontkenning. Ik ben PS-sabotage van Sabena's KLM-deal niet vergeten  https://t.co/wrYjEwRp4J https://…,nl,Mon May 30 12:48:12 +0000 2016,,,,30220455
1220,737264348771581952,RT @Informe21: Venezuela debe a Lufthansa más de 100 mln dlrs https://t.co/miGiw16B1m,es,Mon May 30 12:48:13 +0000 2016,,,,257114997
1221,737264352986836992,RT @DiariodeCaracas: Gobierno de Venezuela le debe a Lufthansa más de 100 mln dlr https://t.co/2b9CSGnK1r,es,Mon May 30 12:48:14 +0000 2016,,,,3690768135
1222,737264373987737600,RT @ReutersVzla: Lufthansa owed over $100 million in Venezuela - spokesman https://t.co/AAE4rjedVr https://t.co/G9eKuwQXPK,sv,Mon May 30 12:48:19 +0000 2016,,,,420781941
1223,737264433941086208,@KLM #Truth :D,und,Mon May 30 12:48:33 +0000 2016,737262594327777280,56377143,KLM,329090201
1224,737264439200755712,@MCFC @EtihadAirways  @fernandinho for me because of his terrific efforts this season from start to finish. A real unsung hero of our team.,en,Mon May 30 12:48:34 +0000 2016,732897170022531072,14573900,MCFC,2386865432
1225,737264465691987969,Venezuela le debe a Lufthansa más de 100 mdd,es,Mon May 30 12:48:40 +0000 2016,,,,4146583419
1226,737264466610552836,Venezuela le debe a Lufthansa más de 100 mdd https://t.co/JUVmKB2VYc,es,Mon May 30 12:48:41 +0000 2016,,,,2369015736
1227,737264475720540160,Les pilotes d’#AirFrance votent le principe d’une #grève longue https://t.co/yfDo9nRHA5 #Transport #Aviation #LoiTravail #Économie,fr,Mon May 30 12:48:43 +0000 2016,,,,717632082
1228,737264479055020032,Venezuela debe a Lufthansa más de 100 millones de dólares https://t.co/daPen0TSbE,es,Mon May 30 12:48:44 +0000 2016,,,,124172948
1229,737264485652664320,#DATO Venezuela debe más de 100 millones de dólares a Lufthansa - https://t.co/QdO8O1AFcR,es,Mon May 30 12:48:45 +0000 2016,,,,519706573
1230,737264497568583680,@KLM I don't want my luggage to be subject of another airlines' baggage regulations which I'm not wholly aware of.,en,Mon May 30 12:48:48 +0000 2016,737263429627482113,284036521,loreadne,284036521
1231,737264512156340224,"RT @adamjohnsonNYC: CNBC's @KatyBarnato says a coup ""is viewed as increasingly likely""; doesn't say by whom. https://t.co/CMbE5du6eS https:…",en,Mon May 30 12:48:52 +0000 2016,,,,212769991
1232,737264548479041538,#Servicios de soporte de TI: KLM Royal Dutch Airlines escoge a Unisys https://t.co/5SStK8BrIO #eventostinet,ro,Mon May 30 12:49:00 +0000 2016,,,,167267581
1233,737264562626396160,RT @Univ_Mundo: #ENTÉRATE @lufthansa suspende sus vuelos a Caracas ante crisis económica que vive Venezuela https://t.co/4kxtMip7BU https:/…,es,Mon May 30 12:49:04 +0000 2016,,,,905011026
1234,737264573854580736,Outstanding #KLM flight non-stop #AMS to #YEG.  Thanks #KLM and #EIA for making this possible.,en,Mon May 30 12:49:06 +0000 2016,,,,186033001
1235,737264581438001152,Aaaaaaah nooit meer Upperdeck zitten -:(. #travel #memorylane  https://t.co/KtgpwPDpVA,nl,Mon May 30 12:49:08 +0000 2016,,,,100276330
1236,737264594771677184,Hallucinant !! 😡😡 https://t.co/cnlGQsRisy,in,Mon May 30 12:49:11 +0000 2016,,,,3040562002
1237,737264597195968512,Ryanair Calls On EU To Finally Take Action As French ATC Unions Announce 4 More Strike Days https://t.co/rBfyPLjjtN https://t.co/hpMeqhJE1C,en,Mon May 30 12:49:12 +0000 2016,,,,8200352
1238,737264612354187264,SkyNews: KLM Schedules Boeing 787 New York Service in W16 :... https://t.co/XQpa9Y0JZ1,en,Mon May 30 12:49:15 +0000 2016,,,,277008439
1239,737264612979159040,"After flying back to back, BIGGEST thank you to the customer service team from @British_Airways, and also @traveloneworld + @AmericanAir!!",en,Mon May 30 12:49:16 +0000 2016,,,,602828452
1240,737264622324043776,RT @ReutersVzla: Lufthansa owed over $100 million in Venezuela - spokesman https://t.co/AAE4rjedVr https://t.co/G9eKuwQXPK,sv,Mon May 30 12:49:18 +0000 2016,,,,294043056
1241,737264630372782080,"RT @adamjohnsonNYC: CNBC's @KatyBarnato says a coup ""is viewed as increasingly likely""; doesn't say by whom. https://t.co/CMbE5du6eS https:…",en,Mon May 30 12:49:20 +0000 2016,,,,505702869
1242,737264636366573568,"@KLM, YOU should reach your customers (!!!) NOT leaving that to them!!!
#taccivostri https://t.co/dD7jHVRV7N",en,Mon May 30 12:49:21 +0000 2016,,56377143,KLM,416165363
1243,737264638753144832,Aviation - MRO : KLM UK Engineering et l'université malaisien de Nilai forment les techniciens de demain: KLM... https://t.co/ojNvh8lJvK,fr,Mon May 30 12:49:22 +0000 2016,,,,976772936
1244,737264640724328449,Aviation - MRO : KLM UK Engineering et l'université malaisien de Nilai forment les techniciens de demain: KLM... https://t.co/lM2joNu04n,fr,Mon May 30 12:49:22 +0000 2016,,,,1308616477
1245,737264679161061376,Noticias | #internacionalización #instituciones #Venezuela  https://t.co/6a13xZzYXO,es,Mon May 30 12:49:31 +0000 2016,,,,2981025639
1246,737264689885810689,"Venezuela debe a Lufthansa más de 100 millones de dólares https://t.co/7END1CYN1I""",es,Mon May 30 12:49:34 +0000 2016,,,,140995003
1247,737264696781332480,RT @ReutersVzla: Lufthansa suspende temporalmente sus vuelos a Caracas https://t.co/SYhrYq21tI,pt,Mon May 30 12:49:36 +0000 2016,,,,294043056
1248,737264698337464320,"RT @rodrigopb13: Venezuela debe a Lufthansa más de 100 millones de dólares, informó portavoz de la aerolínea

https://t.co/o009g7h742",es,Mon May 30 12:49:36 +0000 2016,,,,48877916
1249,737264709724954625,"#buzzyluna, chabelka, erineror, fly_toaustralia, gs_travellers, jeanmilorenzoni, kenmasika30, ragamowa, robinva99,… https://t.co/wbO6cqdK9I",ht,Mon May 30 12:49:39 +0000 2016,,,,4292406614
1250,737264713797668864,Ze staken hun eigen maatschappij de afgrond in... #AirFrance #KLM https://t.co/bJnmDVp962,nl,Mon May 30 12:49:40 +0000 2016,,,,426591630
1251,737264717094232064,RT @LyndeyMilan: #warm #welcome in #Qantas lounge in #hongkong . So #happy to be nearly home &amp; back in social… https://t.co/oVtb0JsrmR,en,Mon May 30 12:49:40 +0000 2016,,,,2344678944
1252,737264731082371072,@flight_report l'écran @PanasonicAero équipe aussi les tous derniers B777 livrés à @airfrance (F-GZNS),fr,Mon May 30 12:49:44 +0000 2016,737258819529539585,481087767,flight_report,380792738
1253,737264734366371840,Venezuela debe a Lufthansa más de 100 millones de dólares https://t.co/i5QmpfcETA,es,Mon May 30 12:49:45 +0000 2016,,,,390977005
1254,737264736757252096,RT @Estadao: Lufthansa suspende voos para Venezuela em razão da crise política e econômica no país https://t.co/p6K6hEO8XE,pt,Mon May 30 12:49:45 +0000 2016,,,,729728237761351681
1255,737264738544066560,"RT @el_pais: Lufthansa suspende vuelos a Venezuela por las ""actuales dificultades económicas"" https://t.co/W8hr3ox8JL",es,Mon May 30 12:49:46 +0000 2016,,,,114067097
1256,737264743543541762,#Actualidad #Internacionales Venezuela debe a Lufthansa más de 100 millones de dólares https://t.co/aI01THtcBM,es,Mon May 30 12:49:47 +0000 2016,,,,500079965
1257,737264743451262977,Venezuela debe a Lufthansa más de 100 millones de dólares https://t.co/SsGK45kPK9,es,Mon May 30 12:49:47 +0000 2016,,,,389063452
1258,737264752397848577,Venezuela debe a Lufthansa más de 100 millones de dólares https://t.co/nsrWUl1eUT,es,Mon May 30 12:49:49 +0000 2016,,,,1462779056
1259,737264762619301888,RT @sumariumcom: #DATO Venezuela debe más de 100 millones de dólares a Lufthansa - https://t.co/QdO8O1AFcR,es,Mon May 30 12:49:51 +0000 2016,,,,2316336204
1260,737264717094232064,RT @LyndeyMilan: #warm #welcome in #Qantas lounge in #hongkong . So #happy to be nearly home &amp; back in social… https://t.co/oVtb0JsrmR,en,Mon May 30 12:49:40 +0000 2016,,,,2344678944
1261,737264734366371840,Venezuela debe a Lufthansa más de 100 millones de dólares https://t.co/i5QmpfcETA,es,Mon May 30 12:49:45 +0000 2016,,,,390977005
1262,737264788670058496,RT @THETOMMYDREAMER: Dear @AmericanAir any flight boarding to Austin Texas should have priority status called as Sweet Sapphire tribute to…,en,Mon May 30 12:49:57 +0000 2016,,,,325171865
1263,737264795200655360,Venezuela le debe a Lufthansa más de 100 millones de dólares https://t.co/daPen0TSbE,es,Mon May 30 12:49:59 +0000 2016,,,,124172948
1264,737264825705758720,Línea aérea Lufthansa suspendió vuelos a Venezuela https://t.co/9FvP9lLjCj #PromarTv,es,Mon May 30 12:50:06 +0000 2016,,,,216057674
1265,737264830852272128,@AmericanAir woke up @2 am to drive to Montgomery and then we get near flight time... decided to Sit out flight for $500 ticket (part 1.),en,Mon May 30 12:50:08 +0000 2016,737263993903943681,22536055,AmericanAir,3078174536
1266,737264836816470018,RT @EtihadAirways: Be pampered in the Six Senses Spa and Style and Shave areas within our new First Class Lounge and Spa #Reimagined https:…,en,Mon May 30 12:50:09 +0000 2016,,,,49291937
1267,737264857817325568,"Lufthansa suspends flights to Venezuela, cites poor economy https://t.co/x6scJy4VYh",en,Mon May 30 12:50:14 +0000 2016,,,,38667770
1268,737264862636724224,RT @sumariumcom: #DATO Venezuela debe más de 100 millones de dólares a Lufthansa - https://t.co/QdO8O1AFcR,es,Mon May 30 12:50:15 +0000 2016,,,,193126291
1269,737264869364387840,"#Qantas, Emirates planes in ‘near miss’ at Melbourne... https://t.co/yiJkLUeGvZ",en,Mon May 30 12:50:17 +0000 2016,,,,2446135554
1270,737264898611286016,Venezuela le debe a Lufthansa más de 100 mdd - El gobierno de Venezuela le debe a Lufthansa más de 100 millones... https://t.co/7Ym8upFGCF,es,Mon May 30 12:50:24 +0000 2016,,,,3778118654
1271,737264905808687105,"Por la crisis, Lufthansa suspende sus vuelos a Caracas https://t.co/B3bT6fatOS  https://t.co/w068rldFXB",es,Mon May 30 12:50:25 +0000 2016,,,,1103921910
1272,737264911328399360,@matt___s @flightdelays Thanks! Put in claim direct with @Ryanair already - if they don't deal with it promptly I'll set the lawyers on em,en,Mon May 30 12:50:27 +0000 2016,737261228507168768,86797613,matt___s,73547459
1273,737264921109536773,"@KLM Hoi! Er is noodweer voorspeld voor vanavond, code geel. Mijn vriendin vliegt om 18:30 naar Barcelona, gaat die vlucht nog wel door?",nl,Mon May 30 12:50:29 +0000 2016,,56377143,KLM,4331753836
1274,737264936435503105,RT @InformadorVeraz: EL LEGADO. LA PATRIA: Lufthansa suspende sus vuelos a Venezuela por controles al dólar https://t.co/RNIbaEN47f https:/…,es,Mon May 30 12:50:33 +0000 2016,,,,133847583
1275,737264945499250689,"RT @KLM: KLM will be saying goodbye to the “Grand Old Lady” of the fleet, the Boeing 747. #KLMblog https://t.co/0h9Zo4iRCT https://t.co/gaw…",en,Mon May 30 12:50:35 +0000 2016,,,,273844019
1276,737264956949811201,RT @Michael5SOS: in qantas club surrounded by rich people with lots of money and nice cars http://t.co/EPvQ8fht,en,Mon May 30 12:50:38 +0000 2016,,,,2882143052
1277,737264957251833857,"@AmericanAir just wanted to say the check in agent at BOS was A+. 

Name was butterwort (Maybe Butterworth?)",en,Mon May 30 12:50:38 +0000 2016,,22536055,AmericanAir,575851595
1278,737264958870847488,RT @MarcMangin: Les pilotes d’#AirFrance votent le principe d’une #grève longue https://t.co/yfDo9nRHA5 #Transport #Aviation #LoiTravail #É…,fr,Mon May 30 12:50:38 +0000 2016,,,,552008621
1279,737264987924799488,RT @la_patilla: Venezuela le debe a Lufthansa más de 100 millones de dólares https://t.co/daPen0TSbE,es,Mon May 30 12:50:45 +0000 2016,,,,111510913
1280,737265016429281281,"@airberlin you cancelled my parents' flight from Düsseldorf to Berlin (6444) &amp; now they're stuck, no info, no bags",en,Mon May 30 12:50:52 +0000 2016,,26223583,airberlin,2876478829
1281,737265024222302208,"RT @Pachecohumbert: Lufthansa suspende vuelo de Caracas a Fráncfort por ""actuales dificultades económicas"" https://t.co/asYZz7yHKK https://…",es,Mon May 30 12:50:54 +0000 2016,,,,1716676646
1282,737265027300904960,RT @sumariumcom: #DATO Venezuela debe más de 100 millones de dólares a Lufthansa - https://t.co/QdO8O1AFcR,es,Mon May 30 12:50:54 +0000 2016,,,,219406863
1283,737265034687053824,Il #volo #Ryanair #Pisa - #ComisoAirport di oggi verrà imbarcato dal Gate 7. I passeggeri sono 177/189 con un LF:... https://t.co/SgeOm77bW3,it,Mon May 30 12:50:56 +0000 2016,,,,2425528380
1284,737265051460087808,"@webstef Bjr, toutes mes excuses pour ce retard. Pour vos droits, veuillez svp consulter le lien suivant https://t.co/oLaGAQQQm2 Morgan",fr,Mon May 30 12:51:00 +0000 2016,737020420348645377,22904569,webstef,38676903
1285,737265051262984192,Instagram : by newyork_spotter - Virgin Atlantic arriving on 4R #virginatlantic#airbus#a340#avgeek https://t.co/SxDAG8PyyN,en,Mon May 30 12:51:00 +0000 2016,,,,2876058471
1286,737265057042698240,RT @EPV_24Horas: ¡Más aislados! Lufthansa confirma que se va de Venezuela https://t.co/pIEtRM0SkD https://t.co/cZSJA9uK1e,pt,Mon May 30 12:51:01 +0000 2016,,,,114287020
1287,737265059081138176,"@harry1964simps2 Thanks, hopefully @easyJet won't stay silent for too long. Will take a look if they don't get back to me.",en,Mon May 30 12:51:02 +0000 2016,737240578585448448,3860059294,harry1964simps2,55544062
1288,737265093017260032,EasyJet tightens up rules on late arrivals https://t.co/qKYqkoAkMw @Independent https://t.co/lUvh0de0sF,en,Mon May 30 12:51:10 +0000 2016,,,,313916104
1289,737265142199689217,@AmericanAir (pt. 2) we were waiting to drive to Birmingham (waited 2 hours) lack of staff for the booth led to slower processing/rebooking,en,Mon May 30 12:51:22 +0000 2016,737263993903943681,22536055,AmericanAir,3078174536
1290,737265143155818500,"RT @KLM: KLM will be saying goodbye to the “Grand Old Lady” of the fleet, the Boeing 747. #KLMblog https://t.co/0h9Zo4iRCT https://t.co/gaw…",en,Mon May 30 12:51:22 +0000 2016,,,,727761772782997504
1291,737265101271490560,Qantas lowers cost of international flight reward redemptions... https://t.co/4E7Jy3PdG0 #Qantas,en,Mon May 30 12:51:12 +0000 2016,,,,2937780359
1292,737265158976868353,RT @OurSonJack: All excited at airport.. waiting to fly to Porto @LPL_Airport @Ryanair https://t.co/tZMwXisQNm,en,Mon May 30 12:51:26 +0000 2016,,,,284177530
1293,737265169764618240,RT @PetLevrieri: @lufthansa Perche' non dite agli italiani che trasportate cani nelle stive verso la morte in cina? @Hopeesperanz https://t…,it,Mon May 30 12:51:28 +0000 2016,,,,435319489
1294,737265172520263680,@flightdelays @easyJet still waiting @EdinburghAirport nothing said from customer services....,en,Mon May 30 12:51:29 +0000 2016,735778972898709504,1911102950,flightdelays,562022653
1295,737265183974907904,"RT @Hopeesperanz: @PetLevrieri @lufthansa vergogna,a parole siamo tutti buoni.Basta spedizioni della morte! @Lufthansa_DE @Lufthansa_USA ma…",it,Mon May 30 12:51:32 +0000 2016,,,,435319489
1296,737265190350290944,RT @MilenaCap: @Hopeesperanz @PetLevrieri @lufthansa @Lufthansa_DE @Lufthansa_USA BASTA SPEDIZIONI DELLAMORTE‼️🆘NO FLIGHT LUFTHANSA https:/…,it,Mon May 30 12:51:33 +0000 2016,,,,435319489
1297,737265206347325440,Inside @EtihadAirways new First Class Lounge &amp; Spa at @AUH – in pictures. https://t.co/J8an6GN1nu https://t.co/jjWSStOnZF,en,Mon May 30 12:51:37 +0000 2016,,,,243611959
1298,737265217160290304,RT @miguelhotero: Lufthansa cancela los vuelos a Caracas por el caos económico https://t.co/kxdoY8PSgh vía @el_pais,es,Mon May 30 12:51:40 +0000 2016,,,,409966003
1299,737265236231770112,@rosiu36 cały ostatni weekend czerwca spędzam w pracy :( @lacrossepolska @Ryanair @PKPIntercityPDP,pl,Mon May 30 12:51:44 +0000 2016,737208998886318084,121140830,rosiu36,2971411971
1300,737265236445519873,the hold time with qantas is longer than some domestic flights. consider: some variation in hold music perhaps,en,Mon May 30 12:51:44 +0000 2016,,,,1341205771
1301,737265245782200320,RT @Regia_Pam: OTRO LOGRO DE MADURO Las líneas aéreas Lufthansa y Latam se van d Venezuela tras deuda millonaria -► https://t.co/d6bHemTAQo…,es,Mon May 30 12:51:46 +0000 2016,,,,203034771
1302,737265252522467330,EL LEGADO. LA PATRIA: Lufthansa suspende sus vuelos a Venezuela por controles al dólar https://t.co/moDwX6PJqo https://t.co/TswbP0uyWx,es,Mon May 30 12:51:48 +0000 2016,,,,999771745
1303,737265255714328576,Lufthansa prepares to suspend fights to Venezuela https://t.co/v4drwvHMIT #NewsSuite https://t.co/9uZGVIxR4T,en,Mon May 30 12:51:49 +0000 2016,,,,1337040968
1304,737265259807838209,"@airberlin where did the baggage from flight 7431 from LAX disappear to? Was checked thru to Berlin, that got cancelled, sooo...?",en,Mon May 30 12:51:50 +0000 2016,,26223583,airberlin,2876478829
1305,737265262773305349,RT @la_patilla: Venezuela le debe a Lufthansa más de 100 millones de dólares https://t.co/daPen0TSbE,es,Mon May 30 12:51:51 +0000 2016,,,,1335089396
1306,737265282973093888,RT @libe: #AirFrance Le syndicat de pilotes majoritaire adopte le principe d'une grève longue https://t.co/GS6vxI6yTq,fr,Mon May 30 12:51:55 +0000 2016,,,,1505576593
1307,737265300412850181,RT @DeltaBravo33: Instagram : by newyork_spotter - Virgin Atlantic arriving on 4R #virginatlantic#airbus#a340#avgeek https://t.co/SxDAG8PyyN,en,Mon May 30 12:52:00 +0000 2016,,,,2994715837
1308,737265302870843392,EasyJet to turn away fliers who arrive with less than half an hour until their flight https://t.co/UBywuj49Jw https://t.co/VSDTfPYtUd,en,Mon May 30 12:52:00 +0000 2016,,,,34655603
1309,737265318175903744,RT @sumariumcom: #DATO Venezuela debe más de 100 millones de dólares a Lufthansa - https://t.co/QdO8O1AFcR,es,Mon May 30 12:52:04 +0000 2016,,,,115308684
1310,737265320096727042,Venezuela's isolation grows as Lufthansa cancels flights to Caracas - CNBC https://t.co/LcmtGtybx0,en,Mon May 30 12:52:04 +0000 2016,,,,216408361
1311,737265321430638592,"@Enterprise your service was so great, you should send an agent to @AmericanAir and show them how it should be done!!! #KudosEnterprise",en,Mon May 30 12:52:05 +0000 2016,,1900686864,Enterprise,46502627
1312,737265327344656384,RT @halfdantimm: Tak til 3F for ikke at lykkes med at smide RyanAir ud af DK - hilsen hele serviceindustrien: https://t.co/H1K80xeRrB,da,Mon May 30 12:52:06 +0000 2016,,,,4088851
1313,737265340443287552,https://t.co/rjqwJH17VT bringing you the latest #HIPHOP #HIPHOPMUSIC #MUSIC,en,Mon May 30 12:52:09 +0000 2016,,,,3217626994
1314,737265353236074496,@British_Airways thank you corry,en,Mon May 30 12:52:12 +0000 2016,737262484751540224,18332190,British_Airways,92708937
1315,737265364917231616,Have you seen @EasyJet’s #sneakairs? https://t.co/yX9Whle0s0 + https://t.co/Bgow5gyD02? All details &gt; https://t.co/00GJmCYB20,en,Mon May 30 12:52:15 +0000 2016,,,,1285894094
1316,737265367630917632,RT @THETOMMYDREAMER: Dear @AmericanAir any flight boarding to Austin Texas should have priority status called as Sweet Sapphire tribute to…,en,Mon May 30 12:52:16 +0000 2016,,,,719649671652773890
1317,737265374127742977,Looking forward to Machu Picchu w/ @AmericanAir miles to celebrate my bday next yr. #MilesForMilestones #Promotion https://t.co/TfkTUL9Ew8,en,Mon May 30 12:52:17 +0000 2016,,,,369815811
1318,737265386622726144,Lufthansa suspends travel to Caracas over unstable Venezuelan economy via the @FoxNews App https://t.co/docRvEPnfy,en,Mon May 30 12:52:20 +0000 2016,,,,105604742
1319,737265464271884289,@tha_rami @KLM is a friggen wonderful airline. Wish I could fly with them more often.,en,Mon May 30 12:52:39 +0000 2016,737249111024472064,17064600,tha_rami,18039382
1320,737265476515049472,@ChloeDalton7s @Qantas @Aussie7s Congrats Chloe on a great season. Hope you get that upgrade! See you soon.,en,Mon May 30 12:52:41 +0000 2016,737233281666678784,607032212,ChloeDalton7s,1935078188
1321,737265481321701376,"RT @MLKtoSCL: LATAM está con números rojos así que háganse bolita con posibles ofertas. A todo esto, KLM y Air France cobrando como si fuer…",es,Mon May 30 12:52:43 +0000 2016,,,,92596224
1322,737265490297561088,"RT @adamjohnsonNYC: CNBC's @KatyBarnato says a coup ""is viewed as increasingly likely""; doesn't say by whom. https://t.co/CMbE5du6eS https:…",en,Mon May 30 12:52:45 +0000 2016,,,,28982183
1323,737265510153359360,@airberlin no one at Düsseldorf airport will help them...it would be awesome if you'd find their bags &amp; cover their train to Berlin!,en,Mon May 30 12:52:50 +0000 2016,,26223583,airberlin,2876478829
1324,737265537097596929,"RT @ledauphine: #AirFrance : les pilotes votent ""'une grève longue"" https://t.co/yul1pcrVn2",fr,Mon May 30 12:52:56 +0000 2016,,,,1660480736
1325,737265544139771904,RT @InformadorVeraz: EL LEGADO. LA PATRIA: Lufthansa suspende sus vuelos a Venezuela por controles al dólar https://t.co/RNIbaEN47f https:/…,es,Mon May 30 12:52:58 +0000 2016,,,,221801670
1326,737265544655732737,"@thiscatalonia @easyjet #unarmed #peaceful biafran
celebrants; shot and killed by #nigerian
army",en,Mon May 30 12:52:58 +0000 2016,737265364917231616,1285894094,ThIsCatalonia,3339925288
1327,737265555783221248,I earn @AmericanAir #AAdvantage miles to celebrate milestones like __________. #MilesForMilestones #Promotion https://t.co/nAERTtrbNm,en,Mon May 30 12:53:00 +0000 2016,,,,63204766
1328,737265570027016192,RT @sumariumcom: #DATO Venezuela debe más de 100 millones de dólares a Lufthansa - https://t.co/QdO8O1AFcR,es,Mon May 30 12:53:04 +0000 2016,,,,163989580
1329,737265572732407809,"@easyJet CEO please throw away ur old brains and get in 2016... Checking closed 2,5 hours before flight? Waiting 2 hours now for my pass..",en,Mon May 30 12:53:04 +0000 2016,,38676903,easyJet,391687588
1330,737265578155577345,"RT @TomMcTague: How Cameron's closest advisers believe they can settle the Europe question ""forever"" - not just a generation: https://t.co/…",en,Mon May 30 12:53:06 +0000 2016,,,,23768201
1331,737265581196496896,Piloten Air France bereid tot lange staking https://t.co/1e23HGcdKB #Nieuws #Nederland,en,Mon May 30 12:53:06 +0000 2016,,,,1665457951
1332,737265581775331332,@AmericanAir yes you have. Terrible terrible information. Totally inept. We have been lied to over and over and over.,en,Mon May 30 12:53:07 +0000 2016,737265335229763586,22536055,AmericanAir,713436702
1333,737265625043734528,@British_Airways Email saying I should check in online because system being upgraded and online won't let me. Please advise,en,Mon May 30 12:53:17 +0000 2016,,18332190,British_Airways,82973354
1334,737265626364977152,"@airberlin had previously had only excellent experiences with you guys, so this is v disappointing",en,Mon May 30 12:53:17 +0000 2016,,26223583,airberlin,2876478829
1335,737265635361722368,RT @EPV_24Horas: ¡Más aislados! Lufthansa confirma que se va de Venezuela https://t.co/pIEtRM0SkD https://t.co/cZSJA9uK1e,pt,Mon May 30 12:53:19 +0000 2016,,,,2881496152
